filiere;hentad;niveaux;liveoù;Dep;uai;nom;anv;adresse;choml;cp-kp;commune;kumun;code_insee-kod_ebssa;telephone-pgz;telecopie-plr;courriel-posteler;autre_courriel-posteler_all;internet-kenrouedad;latitude-ledred;longitude-hedred
Public;Publik;Ecole maternelle;Skol-vamm;29;0291149S;Ecole maternelle Brizeux;Skol-vamm Brizeug;9 rue Jules Ferry;9 straed Jules Ferry;29300;QUIMPERLE;KEMPERLE;29233;02 98 96 01 76;_;ec.0291149S@ac-rennes.fr;_;_;47.86910435994117;-3.5481194882852294
Public;Publik;Ecole élémentaire;Skol-gentañ;29;0290459S;Ecole élémentaire Guéhenno;Skol-gentañ Gwehenno;7 rue Thiers;7 straed Thiers;29300;QUIMPERLE;KEMPERLE;29233;02 98 96 03 16;_;ec.0290459S@ac-rennes.fr;_;http://www.ecole-rue-thiers-quimperle.ac-rennes.fr/;47.873344337680706;-3.548200341775769
Public;Publik;Collège;Skolaj;29;0291635V;Collège La Villemarqué;Skolaj Kervarker;2 rue de Kerjouanneau;2 straed Kerjouano;29300;QUIMPERLE;KEMPERLE;29233;02 98 96 10 45;02 98 39 01 67;ce.0291635v@ac-rennes.fr;_;http://blog.college-lavillemarque.fr/;47.86757094733938;-3.55900933224691
Public;Publik;Lycée;Lise;29;0290076A;Lycée de Kerneuzec;Lise Kerneuzeg;15 boulevard de Kerneuzec;15 boulouard Kerneuzeg;29300;QUIMPERLE;KEMPERLE;29233;02.98.96.48.00;_;ce.0290076A@ac-rennes.fr;_;http://lyceedekerneuzec.fr/;47.88402810497998;-3.553490379452943
Public;Publik;Ecole maternelle;Skol-vamm;29;0291119J;Ecole du Marronnier;Skol ar Gistinenn Spagn;8 rue du Croeziou;8 straed ar C'hroezioù;29300;REDENE;REDENE;29234;256462023;_;ec.0291119J@ac-rennes.fr;_;_;47.858061790450755;-3.462260082989622
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;29;0291073J;Ecole publique Les Moguerou;Skol bublik ar Mogeroù;4 rue Jules Ferry;4 straed Jules Ferry;29680;ROSCOFF;ROSKO;29239;02 98 69 72 24;_;ec.0291073J@ac-rennes.fr;ecole-moguerou@wanadoo.fr;https://www.ecolelesmoguerou.fr/fr;48.723565312965185;-3.9829498568350523
Public;Publik;Ecole maternelle;Skol-vamm;29;0290575T;Ecole Ernest Renan;Skol Ernest Renan;42 rue Ernest Renan;42 straed Ernest Renan;29140;ROSPORDEN;ROSPORDEN;29241;298592443;_;ec.0290575T@ac-rennes.fr;_;_;47.96170467756704;-3.83337060110631
Public;Publik;Ecole élémentaire;Skol-gentañ;29;0290744B;Ecole élémentaire publique des Etangs;Skol-gentañ publik ar Stankoù;5 rue Alsace Lorraine;5 straed Elzas-Loren;29140;ROSPORDEN;ROSPORDEN;29241;02 98 59 21 67;_;ec.0290744B@ac-rennes.fr;_;_;47.95726605003222;-3.8281093554893793
Public;Publik;Collège;Skolaj;29;0291634u;Collège Germain Pensivy;Skolaj Germain Pensivi;Route de Coray - BP 43;Hent Kore - BP 43;29140;ROSPORDEN;ROSPORDEN;29241;298669570;_;ce.0291634u@ac-rennes.fr;_;_;47.965302709477484;-3.827629548801312
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;29;0291745P;Ecole Jean de la Fontaine;Skol Yann ar Feunteun;Le Bourg;Ar Bourk;29800;SAINT-DIVY;SANT-DIVI;29245;02 98 20 26 50;_;ec.0291745P@ac-rennes.fr;_;_;48.45372612053309;-4.335520645051122
Catholique;Katolik;Ecole maternelle;Skol-vamm;29;0291443L;Ecole Saint Louis de Gonzague;Skol Sant Loeiz  Gonzaga;29 rue d'Armor;29 straed Arvor;29170;SAINT-EVARZEC;SANT-EVARZEG;29247;02 98 56 20 13;_;ec.0291443L@ac-rennes.fr;_;https://ecole-saint-louis-saint-evarzec.fr/;47.93392789815486;-4.021649950566463
Public;Publik;Ecole maternelle;Skol-vamm;29;0290525N;Ecole maternelle Gouélou;Skol-vamm ar Gouelou;2 rue Jean-Pierre Calloch;2 straed Yann-Bêr Kalloc'h;29600;SAINT-MARTIN-DES-CHAMPS;SANT-MARTIN-WAR-AR-MAEZ;29254;02 98 88 39 36;_;ec.0290525N@ac-rennes.fr;_;_;48.581267239145674;-3.8475106275096955
Public;Publik;Ecole élémentaire;Skol-gentañ;29;0290966T;École élémentaire Jules Ferry;Skol-gentañ Jules Ferry;Allée Verte;Allée Verte;29600;SAINT-MARTIN-DES-CHAMPS;SANT-MARTIN-WAR-AR-MAEZ;29254;02 98 88 13 34;_;ec.0290966T@ac-rennes.fr;_;_;48.577188777912475;-3.8459598232288266
Public;Publik;Collège;Skolaj;29;0290083H;Collège Tanguy Prigent;Skolaj Tangi Prijant;12 rue Jules Ferry, BP 97157;12 straed Jules Ferry, BP 97157;29600;SAINT-MARTIN-DES-CHAMPS CEDEX;SANT-MARTIN-WAR-AR-MAEZ CEDEX;29254;02 98 88 08 33;02 98 63 80 14;ce.0290083h@ac-rennes.fr;_;http://www.college-tanguy-prigent-st-martin-des-champs.ac-rennes;48.57636892463511;-3.8464293759594455
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;29;0291991G;Ecole Notre-Dame de la Charité;Skol Itron-Varia ar Garantez;31 rue Batz - BP 113;31 straed Vaz - BP 113;29250;SAINT-POL-DE-LEON;KASTELL-PAOL;29259;02 98 69 01 50;_;ec.0291991G@ac-rennes.fr;_;_;48.68639005488209;-3.9888695670451133
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;29;0291995L;Skol Diwan Kastell-Paol;Skol Diwan Kastell-Paol;4 rue Verderel;4 straed Verderel;29250;SAINT-POL-DE-LEON;KASTELL-PAOL;29259;02 98 69 28 78;02 98 69 28 78;ec.0291995L@ac-rennes.fr;diwan-kastell-paol@wanadoo.fr;http://diwankp.weebly.com/;48.682540761133694;-3.985900437756329
Public;Publik;Collège;Skolaj;29;0290333E;Collège Jacques Prévert;Skolaj Jacques Prévert;58 rue des Carmes, BP 54;58 straed Karmez, BP 54;29250;SAINT-POL-DE-LEON;KASTELL-PAOL;29259;02 98 69 14 43;02 98 29 09 77;ce.0290333e@ac-rennes.fr;_;http://www.college-jacquesprevert-saintpoldeleon.ac-rennes.fr;48.68342623289798;-3.9929903412562076
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;29;0291748T;Ecole Primaire Notre-Dame de Liesse ;Skol Itron-Varia al Levenez;2 rue des Ecoles;2 straed ar Skolioù ;29290;SAINT-RENAN;LOKOURNAN;29260;02 98 84 33 27;02 98 84 33 34;ec.0291748T@ac-rennes.fr;direction@liesse.fr;http://liesse.fr/;48.43067994491948;-4.626549787795584
Catholique;Katolik;Collège;Skolaj;29;0290314J;Collège Saint-Stanislas ;Skolaj Sant Stanislas;2 voie Romaine;2 an Hent Kozh;29290;SAINT-RENAN;LOKOURNAN;29260;02 98 84 21 17;02 98 32 42 82;ce.0290314J@ac-rennes.fr;_;http://www.collegesaintstanislas.org/;48.429852962174564;-4.627109824665599
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;29;0292275R;Skol Diwan Lokournan;Skol Diwan Lokournan;1 place aux Chevaux;1 plasenn ar C'hezeg;29290;SAINT-RENAN;LOKOURNAN;29260;02 98 89 03 59;_;ec.0292275R@ac-rennes.fr;carole.lebail@gmail.com;http://diwanlokournan.wordpress.com/;48.43025838182661;-4.623849522297789
Public;Publik;Collège;Skolaj;29;0290086L;Collège Simone Veil;Skolaj Simone Veil;Route de Plouzané BP 500 82;Hent Plouzane BP 500 82;29290;SAINT-RENAN;LOKOURNAN;29260;02 98 84 23 11;02 98 84 18 93;ce.0290086L@ac-rennes.fr;_;https://college-simone-veil-saintrenan.ac-rennes.fr/;48.423783157290295;-4.62753666617135
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;29;0290589H;Ecole publique;Skol bublik;Bourg;Bourc'h;29190;SAINT-RIVOAL;SANT-RIWAL;29261;02 98 81 46 06;_;ec.0290589H@ac-rennes.fr;ecole-st-rivoal@wanadoo.fr;_;48.349560191052404;-3.996309970405368
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;29;0292106G;Ecole publique F.-M. Luzel ;Skol F. an Uhel ;15 rue de la Gare;15 straed ar Gar;29410;SAINT-THEGONNEC-LOC-ÉGUINER;SANT-TEGONEG-LOGEGINER;29266;02 98 24 85 25;_;ec.0292106G@ac-rennes.fr;_;_;48.51756364868486;-3.9442700488062497
Public;Publik;Ecole maternelle ;Skol-vamm;29;0290576U;Ecole Joliot Curie;Skol Joliot-Curie;35 rue Pierre Curie;35 straed Pierre Curie;29390;SCAER;SKAER;29274; 02 98 58 64 17 ;_;ec.0290576U@ac-rennes.fr;_;_;48.02824068723071;-3.7085198702886375
Public;Publik;Ecole élémentaire;Skol-gentañ;29;0291629N;Ecole Joliot Curie;Skol Joliot-Curie;35 rue Pierre Curie;35 straed Pierre Curie;29390;SCAER;SKAER;29274;02 98 59 41 08;02 98 66 44 97;ec.0291629N@ac-rennes.fr;_;_;48.02845945179109;-3.708990619440995
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;29;0291750V;Ecole publique;Skol bublik;Rue des Tilleuls;Straed an Tilh;29450;SIZUN;SIZUN;29277;02 98 68 85 07;_;ec.0291750V@ac-rennes.fr;_;_;48.405458745471726;-4.078859964697108
Public;Publik;Collège;Skolaj;29;0290089P;Collège du Val d'Elorn;Skolaj Traoñ an Elorn;Route du Pont de Bodivy;Hent Pont Bodivi;29450;SIZUN;SIZUN;29277;02 98 68 81 64;02 98 68 87 49;ce.0290089p@ac-rennes.fr;_;http://www.collegevaldelornsizun.ac-rennes.fr/;48.404438083423884;-4.080700113235367
Public;Publik;Ecole maternelle;Skol-vamm;29;0291736E;Ecole Jean Monnet;Skol Jean Monnet;Rue de Ty Forn;Straed Ti Forn;29670;TAULÉ;TAOLE;29279;02 98 67 13 91 ;_;ec.0291736E@ac-rennes.fr;_;_;48.601919672299395;-3.899009408307989
Public;Publik;Ecole maternelle;Skol-vamm;29;0290654D;Ecole Marie-Rose Le Bloch;Skol Marie-Rose Le Bloch;12 rue des Ecoles;12 straed ar Skolioù;29560;TELGRUC-SUR-MER;TERRUG;29280;298277545;_;  ec.0290654D@ac-rennes.fr;_;_;48.23306743738805;-4.3543106167473455
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;29;0292042M;Skol Diwan Tregon;Skol Diwan Tregon;22 route de Kergleuhan;22 hent Kergleuhan;29910;TREGUNC;TREGON;29293;02 98 50 20 25;02 98 50 20 25;ec.0292042M@ac-rennes.fr;diwan-tregon@laposte.net;_;47.850176268980995;-3.8381000460748935
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;29;0291522X;Saint Michel;Sant Mikael;1 rue des Grandes Roches;1 straed ar C'herreg bras;29910;TRÉGUNC;TREGON;29293;298976157;_;ec.0291522X@ac-rennes.fr;_;https://stmicheltregunc.wordpress.com/;47.855913147947334;-3.852579384412468
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;29;0291704V;Ecole publique Yann Fa?ch Kemener;Skol bublik Yann Fa?ch Kemener;Place de l'église;Plasenn an iliz;29300;TREMEVEN;TREMEVEN (KEMPERLE);29297;02 98 96 19 64;02 98 96 13 18;ec.0291704V@ac-rennes.fr;_;_;47.89936164610721;-3.532580416786489
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0351633K;École Jean-Louis Etienne;Skol Jean-Louis Etienne;24 rue d'Anjou;24 straed Anjev;35370;ARGENTRE-DU-PLESSIS;ARGANTRED-AR-GENKIZ;35006;02 99 96 63 85;02 99 96 63 85;ecole.0351633K@ac-rennes.fr;_;_;48.05453360311715;-1.1520903003372607
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0352241W;Ecole élémentaire Jacques Prévert;Skol-gentañ Jacques Prévert;2 rue Emile Després;2 straed Emile Després;35170;BRUZ;BRUZ;35047;02 99 52 90 89;_;ecole.0352241W@ac-rennes.fr;_;_;48.02636237436873;-1.7476303897858654
Public;Publik;Collège;Skolaj;35;0350002M;Collège Pierre Brossolette;Skolaj Pierre Brossolette;18 rue Théodore Botrel, BP 17112;18 straed Teodor Botrel, BP 17112;35170;BRUZ CEDEX;BRUZ CEDEX;35047;02 99 05 88 88;02 99 05 88 89;Ce.0350002m@ac-rennes.fr;_;http://pierrebro.blogspot.fr;48.021013875335434;-1.7441403383784257
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0351700H;Ecole Saint Joseph;Skol Sant Jozeb;1 rue George Sand;1 straed George Sand;35220;CHATEAUBOURG;KASTELL-BOURC'H;35068;02 99 00 74 81;02 99 00 70 37;ec.0351700H@ac-rennes.fr;_;http://www.saint-joseph-chateaubourg.fr/college-st-joseph/bienvenue/bienvenue/;48.11469823870557;-1.399680679309629
Public;Publik;Ecole maternelle;Skol-vamm;35;0350218X;Ecole Jules Verne;Skol Jules Verne;7 rue Saint-Jean-Baptiste de la Salle;7 straed Sant-Yann-Vadezour ar Sal;35800;DINARD;DINARZH;35093;02 99 46 19 81;02 99 46 19 81;ecole.0350218X@ac-rennes.fr;_;_;48.62880527995902;-2.0568593897236687
Public;Publik;Ecole élémentaire;Skol-gentañ;35;0351015N;Ecole Claude Debussy;Skol Claude Debussy;Rue Abbé Legraverend;Straed Abad Legraverend;35800;DINARD;DINARZH;35093;02 99 46 12 49 ;_;ecole.0351015N@ac-rennes.fr;_;_;48.626152285021675;-2.058499488056722
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0352865Z;Skol Diwan Felger;Skol Diwan Felger;8 Promenade du Gué Maheu;8 Pourmenadenn Gué Maheu;35300;FOUGERES;FELGER;35115;06 60 33 14 54;_;diwanskol.felger@gmail.com;_;_;48.34138925429929;-1.2023797244966352
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0352034W;École maternelle publique;Skol-vamm bublik;3 rue du Perray;3 straed ar Vaeneg;35580;GOVEN;GOVEN;35123;02 99 42 07 20;02 99 42 07 20;ecole.0352034W@ac-rennes.fr;_;_;48.00510547460907;-1.8492598279923547
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0352773Z;Skol Diwan Gwipedel;Skol Diwan Gwipedel;20 Rue de Rennes;20 Straed Roazhon;35440;GUIPEL;GWIPEDEL;35128;02 99 69 22 18 / 06 03 31 81 86;_;diwan.gwipedel@gmail.com;_;https://skoldiwangwipedel.wixsite.com/diwan;48.29482384992956;-1.7206102911074612
Diwan;Diwan;Collège;Skolaj;35;Adskol Diwan Gwipedel;Skolaj Diwan 35;Skolaj Diwan 35;4, le Carfour;4, Ar C'hroashent;35340;LA BOUEXIERE;BEUZID-AR-C'HOADOU;35031;;_;skolajdiwan35@gmail.com;_;_;48.186591;-1.461702
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0351916T;École publique Charles Tillon;Skol bublik Charles Tillon;10 rue des écoles;10 straed ar Skolioù;35340;LA BOUËXIERE;BEUZID-AR-C'HOADOU;35031;02 99 04 45 28;02 99 04 45 28;ecole.0351916T@ac-rennes.fr;_;_;48.18199699743235;-1.4361799918419373
Public;Publik;Ecole maternelle;Skol-vamm;35;0350274H;Ecole publique Sonia Delaunay;Skol bublik Sonia Delaunay;8 promenade du Grand Mail;8 pourmenadenn ar Mailh Bras;35130;LA GUERCHE;GWERC'H-BREIZH;35125;02 99 96 23 59;_;ecole.0350274H@ac-rennes.fr;_;_;47.94081945847401;-1.231970187811356
Public;Publik;Ecole élémentaire;Skol-gentañ;35;0352131B;Ecole publique Evelyne Brisou-Pellen;Skol bublik Evelyne Brisou-Pellen;2 avenue de la République;2 Bali ar Republik;35130;LA GUERCHE;GWERC'H-BREIZH;35125;02 99 96 46 95;_;ecole.0352131B@ac-rennes.fr;_;_;47.941023855698006;-1.2343498526786651
Public;Publik;Ecole maternelle;Skol-vamm;35;0350953W;École maternelle publique Robert Desnos;Skol-vamm Robert Desnos;4 avenue Jules Ferry;4 bali Jules Ferry;35340;LIFFRE;LIVERIEG;35152;02 99 68 45 14;02 99 68 45 14;ecole.0350953W@ac-rennes.fr;_;_;48.21136657653023;-1.5062604326792033
Public;Publik;Ecole élémentaire;Skol-gentañ;35;0350313A;École élémentaire Jacques Prévert;skol-gentañ Jacques Prévert;Rue de l'étang;bali ar Stank;35340;LIFFRE;LIVERIEG;35152;02 99 68 35 65;02 99 68 63 04;ecole.0350313A@ac-rennes.fr;_;_;48.21154338615966;-1.505760449867304
Public;Publik;Collège;Skolaj;35;0351790f;Collège Martin Luther King;Skolaj Martin Luther King;50 avenue François Mitterrand - BP 108;50 bali François Mitterrand - BP 108;35340;LIFFRE;LIVERIEG;35152;299235555;_;Ce.0351790f@ac-rennes.fr;_;_;48.21050138381782;-1.5042299651820377
Public;Publik;Ecole maternelle;Skol-vamm;35;0352321H;Ecole Fanny Dufeil;Skol Fanny Dufeil;9 rue du Général de Gaulle, SAINT-PIERRE-DE-PLESGUEN;9 straed ar Jeneral de Gaulle, Sant-Pêr-Plewenn;35720;MESNIL-ROC'H;MESNIL-ROC'H;35308;299562361;_;ecole.0352321H@ac-rennes.fr;_;_;48.445838620345825;-1.9121197567982318
Public;Publik;Ecole maternelle;Skol-vamm;35;0350361C;École Le Pays Pourpré;Skol Bro Bourpr;8 ruelle des Ecoles;8 straedig ar Skolioù;35160;MONTFORT-SUR-MEU;MOÑFORZH;35188;02 99 09 07 47;_;ecole.0350361C@ac-rennes.fr;_;_;48.137654623590954;-1.9602600431946442
Public;Publik;Ecole élémentaire;Skol-gentañ;35;0351020U;École Le Pays Pourpré;Skol Bro Bourpr;2 ruelle des Écoles ;2 straedig ar Skolioù;35160;MONTFORT-SUR-MEU;MOÑFORZH;35188;02 99 09 01 65;_;ce.0351020U@ac-rennes.fr;_;_;48.13796945571016;-1.9604701280669898
Catholique;Katolik;Ecole maternelle;Skol-vamm;35;0352485L;Immaculée;Dinammgrouet;65 bis avenue Général de Gaulle - BP 22;65 bis Bali ar Jeneral de Gaulle - BP 22;35310;MORDELLES;MORZHELL;35196;02 99 85 13 04;_;ec.0352485L@ac-rennes.fr ;_;_;48.074685171415695;-1.8522200258130979
Public;Publik;Ecole maternelle;Skol-vamm;35;0351873W;Ecole Les Grains d'Orge;Skol ar Greun Heiz;10 rue de Rennes;10 straed Roazhon;35230;ORGERES;AN HEIZEG;35208;02 99 57 62 64;_;ecole.0351873W@ac-rennes.fr;_;_;47.997171845234234;-1.6678099885673203
Public;Publik;Ecole élémentaire;Skol-gentañ;35;0351862J;Ecole Les Grains d'Orge;Skol ar Greun Heiz;10 rue de Rennes;10 straed Roazhon;35230;ORGERES;AN HEIZEG;35208;299576275;_;ecole.0351862J@ac-rennes.fr;_;_;47.99724694464345;-1.6677803462201235
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0352039B;Ecole Le Petit Prince;Skol Ar Priñs Bihan;17 rue de Bédée;17 straed Bezeg;35137;PLEUMELEUC;PLEVELEG;35227;02 99 07 16 17 / 02 99 07 07 10;_;ecole.0352039B@ac-rennes.fr;_;_;48.182954486638295;-1.923879821578114
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0351756U;Joseph Launay;Joseph Launay;Rue de l'Avenir;Straed an Dazont;35730;PLEURTUIT;PLEURESTUD;35228;299888283;_;ecole.0351756U@ac-rennes.fr;_;_;48.58200042472281;-2.0551802383946094
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0352343G;Ecole Notre-Dame;Skol an Itron-Varia;1 quai Surcouf;1 kae Surcouf;35600;REDON;REDON;35236;02 99 71 60 40;02 99 72 24 86;ec.0352343G@ac-rennes.fr;eco35.notre-dame.redon@e-c.bzh;http://www.ecole-notredame-redon.fr/;47.64870194246502;-2.0880294848562935
Catholique;Katolik;Collège;Skolaj;35;0350775C;Collège Saint Joseph;Skolaj Sant Josef;22 rue Saint Michel, BP 80306;22 straed Sant-Mikael, BP 80306;35600;REDON;REDON;35236;02 99 71 40 35;02 99 71 67 46;ce.0350775c@ac-rennes.fr;_;http://www.lecleusaintjoseph.fr;47.65178225046413;-2.080470634345486
Public;Publik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0350423V;Groupe scolaire Henri Matisse;Strollad skolioù Henri Matisse;10 boulevard de la Liberté;10 bali ar Frankiz ;35600;REDON;REDON;35236;02 99 71 12 61;02 99 70 38 46;ecole.0350423V@ac-rennes.fr;_;_;47.65410443522096;-2.082550277555029
Public;Publik;Collège;Skolaj;35;0351969A;Collège Beaumont;Skolaj Beaumont;10 rue du Lycée - BP 90503;10 straed al Lise - BP 90503;35605;REDON;REDON;35236;02 99 72 37 37;02 99 72 16 80;Ce.0350022j@ac-rennes.fr;_;http://beaumont-redon.fr/spip/;47.655038727216535;-2.0914100162756046
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0351498N;Ecole Saint-Michel;Skol Sant Mikael;1 rue Châteaugiron;1 straed Kastell-Geron;35000;RENNES;ROAZHON;35238;02 99 50 89 58;02 99 50 53 36;ec.0351498N@ac-rennes.fr;secretariat@ecolestmichel-rennes.fr;http://www.ecolestmichel-rennes.fr/;48.10238076890738;-1.6592995690929029
Catholique;Katolik;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0352410E;Ecole Saint-Jean Bosco;Ecole Sant Yann Bosco;4 Rue Abbé Huet;4 Straed an Abad Huet;35000;RENNES;ROAZHON;35238;02 99 59 44 80 / 02 23 46 20 27;_;ec.0352410E@ac-rennes.fr;_;https://ecolesaintjeanbosco.blogspot.com/;48.123394568928525;-1.7031906058982982
Catholique;Katolik;Collège;Skolaj;35;0350839X;Collège Saint-Hélier;Skolaj Sant Heler;7 rue Frère Salomon;7 Straed Breur Salomon;35000;RENNES;ROAZHON;35238;02 99 50 52 72;02 99 41 89 32;ce.0350839X@ac-rennes.fr;_;http://www.college-sainthelier.fr;48.10323527620077;-1.6604394705236643
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;0352500C;Skol Diwan Roazhon;Skol Diwan Roazhon;31 boulevard du Portugal;31 boulouard ar Portugal;35000;RENNES;ROAZHON;35238;02 99 32 44 50;02 99 51 50 60 ;ec.0352500C@ac-rennes.fr;diwan.roazhon@wanadoo.fr;https://www.diwanbroroazhon.bzh;48.08455922275416;-1.6659994304801877
Diwan;Diwan;Ecole maternelle et élémentaire;Skol-vamm ha skol-gentañ;35;Adskol Diwan Roazhon;Skol Diwan Keryann;Skol Diwan Keryann;11 rue de Flandres;11 st Flandrez;35000;RENNES;ROAZHON;35238;02 99 69 97 30;_;skol.roazhon.keryann@diwan.bzh;_;_;48.123162;-1.707327
Public;Publik;Ecole maternelle;Skol-vamm;35;0352688G;Ecole publique des Gantelles;Skol bublik ar Gantelloù;Rue Erlangen;Straed Erlangen;35000;RENNES;ROAZHON;35238;02 57 21 30 41;_;ecole.0352688G@ac-rennes.fr;_;_;48.131512297063814;-1.6611297323724945
Public;Publik;Ecole maternelle;Skol-vamm;35;0350643J;École Champion de Cicé;Skol Champion de Cicé;44 rue Champion de Cicé;44 straed Champion de Cicé;35000;RENNES;ROAZHON;35238;02 57 21 30 28 ;_;ecole.0350643J@ac-rennes.fr;_;_;48.102696941741435;-1.705820104910126
Public;Publik;Ecole maternelle;Skol-vamm;35;0350659B;Ecole maternelle Pasteur;Skol-vamm Pasteur;2 place Pasteur;2 plasenn Pasteur;35000;RENNES;ROAZHON;35238;02 99 30 68 61;_;ecole.0350659B@ac-rennes.fr;_;_;48.110448861272666;-1.6733716553364608
Public;Publik;Ecole maternelle;Skol-vamm;35;0352689H;École Jacques Prévert;Skol Jacques Prévert;81 boulevard Albert 1er;81 boulouard Alberzh 1añ;35200;RENNES;ROAZHON;35238;02 57 21 30 01;_;ecole.0352689H@ac-rennes.fr;_;_;48.088888639794234;-1.6765896964448879
Public;Publik;Ecole maternelle;Skol-vamm;35;0350658A;École Quineleu;Keneleg;1 rue De Riaval;1 Straed Riawal;35000;RENNES;ROAZHON;35238;257213082;_;ecole.0350658A@ac-rennes.fr;_;_;48.10169482613531;-1.668970366910602
Public;Publik;Ecole maternelle;Skol-vamm;35;0353062n;Ecole Simone Veil;Skol Simone Veil;10 rue Elise Deroche;10 straed Elise Deroche;35000;RENNES;ROAZHON;35238;02 57 21 31 42;_;ecole.0353062n@ac-rennes.fr ;_;_;48.09865690798396;-1.6978447307684164
Public;Publik;Ecole élémentaire;Skol-gentañ;35;0350593E;École Albert de Mun;Skol Albert de Mun;5 rue Albert Martin;5 st Albert Martin;35000;RENNES;ROAZHON;35238;257213020;_;ecole.0350593E@ac-rennes.fr;_;_;48.10165933136131;-1.6662501059803778
Public;Publik;Ecole élémentaire;Skol-gentañ;35;0351774N;Ecole primaire Liberté;Skol-gentañ ar Frankiz;8 boulevard de la Liberté;8 bali ar Frankiz ;35000;RENNES;ROAZHON;35238;02 57 21 30 65;_;ecole.0351774N@ac-rennes.fr;_;_;48.108002630069834;-1.6765900818815036
Public;Publik;Ecole élémentaire;Skol-gentañ;35;0352668K;Ecole publique des Gantelles;Skol bublik ar Gantelloù;Rue Erlangen;Straed Erlangen;35000;RENNES;ROAZHON;35238;257213040;_;ecole.0352668K@ac-rennes.fr;_;_;48.13143937403234;-1.6611502251639607
Public;Publik;Ecole élémentaire;Skol-gentañ;35;0352670M;École Jacques Prévert;Skol Jacques Prévert;40 boulevard Albert 1er;40 boulouard Alberzh 1añ;35200;RENNES;ROAZHON;35238;02 57 21 30 49;_;ecole.0352670M@ac-rennes.fr;_;_;48.08804132964145;-1.6785395975582686
Public;Publik;Ecole élémentaire;Skol-gentañ;35;0350594F;École Champion de Cicé;Skol Champion de Cicé;44 rue Champion de Cicé;44 straed Champion de Cicé;35000;RENNES;ROAZHON;35238;02 57 21 30 27;_;ecole.0350594F@ac-rennes.fr;_;_;48.10256797253777;-1.7059795378895357
Public;Publik;Collège;Skolaj;35;0351638R;Collège Anne de Bretagne;Skolaj Anna Vreizh;15 straed Martenot - CS 86933 ;15 straed Martenot - CS 86933 ;35006;RENNES;ROAZHON;35238;02 99 63 19 45;02 99 63 81 21;Ce.0351638r@ac-rennes.fr;_;http://www.collegeannedebretagnerennes.ac-rennes.fr;48.11327142418572;-1.6719805345060357
Public;Publik;Ecole maternelle;Skol-vamm;35;0350652U;Ecole Miriam Makeba;Skol Miriam Makeba;19 rue Jeanne Jugan;19 rue Jeanne Jugan;35700;RENNES;ROAZHON;35238;02 57 21 31 44;_;ecole.0350652U@ac-rennes.fr;_;_;48.11610327145083;-1.6509001306949322
Public;Publik;Collège;Skolaj;35;0350760l;Collège Cleunay;Skolaj Kluneg;26 rue Andrée Récipon;26 rue Andrée Récipon;35000;RENNES;ROAZHON;35238;299673140;02 99 67 77 80;Ce.0350760l@ac-rennes.fr;_;_;48.098814254968495;-1.709250420726049
Public;Publik;Ecole maternelle;Skol-vamm;35;0350941H;Ecole Guyenne;Skol Gwienna;11 rue du Bourbonnais;11 straed Bourbonez;35000;RENNES;ROAZHON;35238;257213044;_;ecole.0350941H@ac-rennes.fr;_;_;48.120347996865036;-1.711641906950873
